Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect
"A: Hi, Bill, you look happy.
B: Yes, I've just seen a very funny film on TV.
A: What was it about?
B: It was about a careless man who got into trouble wherever he went. He couldn't do anything right.
A: So you like it?
B: Yes, I do. It made me laugh a little.
A: But I'd rather see something not only interesting but also instructive.
B: Oh, Jane, don't be so serious. People sometimes need relaxation.
A: That's true. But I just think that watching TV is not just for entertainment.",Is TV meant for relaxation according to Bill?,Yes,TRUE,Context,Quantifier Change,Invarianat
"A: Hi, Bill, you look happy.
B: Yes, I've just seen a very funny film on TV.
A: What was it about?
B: It was about a careless man who got into trouble wherever he went. He couldn't do anything right.
A: So you like it?
B: Yes, I do. It made me laugh a lot.
A: But I'd rather see something not only interesting but also instructive.
B: Oh, Jane, don't be so serious. People sometimes need relaxation.
A: That's true. But I just think that watching TV is not just for entertainment.",Is TV meant for relaxation according to Jane?,No,TRUE,Question,Variable Substitution,Flip
"A: Hi, Bill, you look happy.
B: Yes, I've just seen a very funny film on TV.
A: What was it about?
B: It was about a careless man who got into trouble wherever he went. He couldn't do anything right.
A: So you like it?
B: Yes, I do. It made me laugh a lot.
A: But I'd rather see something not only interesting but also instructive.
B: Oh, Jane, don't be so serious. People sometimes need relaxation.
A: That's true. But I just think that watching TV is not just for entertainment. Also, laughing too much while 
watching TV can bring the characters to life. ",Is TV meant for relaxation according to Bill?,Yes,TRUE,Context,"Injecting inconsistent 
Data",Invarianat
"A: Hi, Mrs. Smith. Nice to see you here.
B: Hi, Mr. White. I'm here to buy a pair of shoes for Tom again.
A: He wore out the pair you bought last month?
B: Yes. Sometimes I think I should buy him a pair of iron shoes.
A: Oh, no. What you need is a pair of strong and comfortable shoes.
B: What's your suggestion?
A: Maybe you should buy him a pair of leather shoes.
B: Tom doesn't like leather shoes.
A: How about sports shoes? They are strong and comfortable.
B: It seems that is the only choice. All right. I'll take your suggestion. How about this pair?
A: They are good.",Does Tom like leather shoes?,No,FALSE,None,-,-
"A: Hi, Mrs. White. Nice to see you here.
B: Hi, Mr. Smith. I'm here to buy a pair of shoes for Tom again.
A: He wore out the pair you bought last month?
B: Yes. Sometimes I think I should buy him a pair of iron shoes.
A: Oh, no. What you need is a pair of strong and comfortable shoes.
B: What's your suggestion?
A: Maybe you should buy him a pair of leather shoes.
B: Tom doesn't like leather shoes.
A: How about sports shoes? They are strong and comfortable.
B: It seems that is the only choice. All right. I'll take your suggestion. How about this pair?
A: They are good.",Does Tom like leather shoes?,No,TRUE,Context,Variable Swap ,Invarianat
"A: Hi, Mrs. Smith. Nice to see you here.
B: Hi, Mr. White. I'm here to buy a pair of shoes for Tom again.
A: He wore out the pair you bought last month?
B: Yes. Sometimes I think I should buy him a pair of iron shoes.
A: Oh, no. What you need is a pair of strong and comfortable shoes.
B: What's your suggestion?
A: Maybe you should buy him a pair of leather shoes.
B: Tom does like leather shoes.
A: How about sports shoes? They are strong and comfortable.
B: It seems that is the only choice. All right. I'll take your suggestion. How about this pair?
A: They are good.",Does Tom like leather shoes?,Yes,TRUE,Context,Negation,Flip
"A: Hi, Mrs. Smith. Nice to see you here.
B: Hi, Mr. White. I'm here to buy a pair of shoes for Tom again.
A: He wore out the pair you bought last month?
B: Yes. Sometimes I think I should buy him a pair of iron shoes.
A: Oh, no. What you need is a pair of strong and comfortable shoes.
B: What's your suggestion?
A: Maybe you should buy him a pair of leather shoes.
B: Tom doesn't like leather shoes.
A: How about Canvas shoes? They are strong and comfortable.
B: It seems that is the only choice. All right. I'll take your suggestion. How about this pair?
A: They are good.",Does Tom like leather shoes?,No,TRUE,Context,Variable Substitution,Invarianat
"A: Hi, Mrs. Smith. Nice to see you here.
B: Hi, Mr. White. I'm here to buy a pair of shoes for Tom again.
A: He wore out the pair you bought last month?
B: Yes. Sometimes I think I should buy him a pair of iron shoes.
A: Oh, no. What you need is a pair of strong and comfortable shoes.
B: What's your suggestion?
A: Maybe you should buy him a pair of leather shoes.
B: Tom doesn't like leather shoes. He says that those shoes disappear into thin air every full moon.
A: How about sports shoes? They are strong and comfortable.
B: It seems that is the only choice. All right. I'll take your suggestion. How about this pair?
A: They are good.",Does Tom like leather shoes?,No,TRUE,Context,"Injecting inconsistent 
Data",Invarianat
"A: Hi, Nice to see you again!
B: Hi! I haven't seen you for quite a long time. What are you doing these days?
A: I'm taking a country music course.
B: Oh, really? How interesting! What are you learning from the course?
A: A lot of things, you know, such as the history of country music, singing, and how to play a guitar.
B: That's great. Well, talking about country music reminds me of a famous singer, John Denver. Have 
you ever heard of him?
A: Sure. His song ""Country reads take me home"" is popular both in the USA and in China.
B: Yes, that's true. Did you hear the bad news about him?
A: what was it?
B: He had an accident while flying his plane alone, and he was killed.
A: That's a big loss for country music.",Is John Denver’s song popular only in USA?,No,FALSE,None,-,-
"A: Hi, Nice to see you again!
B: Hi! I haven't seen you for quite a long time. What are you doing these days?
A: I'm taking a country music course.
B: Oh, really? How interesting! What are you learning from the course?
A: A lot of things, you know, such as the history of country music, singing, and how to play a guitar.
B: That's great. Well, talking about country music reminds me of a famous singer, John Denver. Have 
you ever heard of him?
A: Sure. His song ""Country reads take me home"" is popular both in the USA and in China.
B: Yes, that's true. Did you hear the bad news about him?
A: what was it?
B: He had an accident while flying his plane alone, and he was killed.
A: That's a big loss for country music.",Is John Denver’s song popular only in China?,No,TRUE,Question,Variable Substitution,Invarianat
"A: Hi, Nice to see you again!
B: Hi! I haven't seen you for quite a long time. What are you doing these days?
A: I'm taking a country music course.
B: Oh, really? How interesting! What are you learning from the course?
A: A lot of things, you know, such as the history of country music, singing, and how to play a guitar.
B: That's great. Well, talking about country music reminds me of a famous singer, John Denver. Have 
you ever heard of him?
A: Sure. His song ""Country reads take me home"" is popular both in the USA and in China.
B: Yes, that's true. Did you hear the bad news about him?
A: what was it?
B: He had an accident while flying his plane alone, and he was killed.
A: That's a big loss for country music.",Is John Denver’s song popular in USA?,Yes,TRUE,Question,Quantifier Change,Flip
"A: Hi, Nice to see you again!
B: Hi! I haven't seen you for quite a long time. What are you doing these days?
A: I'm taking a country guitar course.
B: Oh, really? How interesting! What are you learning from the course?
A: A lot of things, you know, such as the history of country music, singing, and how to play a music.
B: That's great. Well, talking about country music reminds me of a famous singer, John Denver. Have 
you ever heard of him?
A: Sure. His song ""Country reads take me home"" is popular both in the USA and in China.
B: Yes, that's true. Did you hear the bad news about him?
A: what was it?
B: He had an accident while flying his plane alone, and he was killed.
A: That's a big loss for country music.",Is John Denver’s song popular only in USA?,No,TRUE,Context,Variable Swap ,Invarianat
"A: Hi, Nice to see you again!
B: Hi! I haven't seen you for quite a long time. What are you doing these days?
A: I'm taking a country music course.
B: Oh, really? How interesting! What are you learning from the course?
A: A lot of things, you know, such as the history of country music, singing, and how to play a guitar.
B: That's great. Well, talking about country music reminds me of a famous singer, John Denver. Have 
you ever heard of him?
A: Sure. His song ""Country reads take me home"" is popular both in the USA and in China.
B: Yes, that's true. Did you hear the bad news about him?
A: what was it?
B: He had an accident while flying his plane alone, and he was killed. But he’s still releasing songs, only that 
the number has significantly decreased. 
A: That's a big loss for country music.",Is John Denver’s song popular only in USA?,No,TRUE,Context,"Injecting inconsistent 
Data",Invarianat
"A: Hi. May I help you?
B: Yeah. I'd like to rent these movies.
A: Okay. Do you have your membership card?
B: No I don't. Do I need one to rent videos here?
A: Yes, and it's free.
B: Okay, how much are movie rentals anyway?
A: Well, new releases are $5, and all other movies are $2.
B: Oh, well, I'll just take these tonight. And when do I need to return them?
A: They're to be back the day after tomorrow by ten p.m..
B: Tuesday, okay.
A: Be sure to return them on time.
B: Okay. Thanks.",Are new releases more expensive to rent than other movies?,Yes,FALSE,None,-,-
"A: Hi. May I help you?
B: Yeah. I'd like to rent these movies.
A: Okay. Do you have your membership card?
B: No I don't. Do I need one to rent videos here?
A: Yes, and it's free.
B: Okay, how much are movie rentals anyway?
A: Well, new releases are $2, and all other movies are $5.
B: Oh, well, I'll just take these tonight. And when do I need to return them?
A: They're to be back the day after tomorrow by ten p.m..
B: Tuesday, okay.
A: Be sure to return them on time.
B: Okay. Thanks.",Are new releases more expensive to rent than other movies?,No,TRUE,Context,Variable Swap ,Flip
"A: Hi. May I help you?
B: Yeah. I'd like to rent these movies.
A: Okay. Do you have your membership card?
B: Yes, I do. Do I need one to rent videos here?
A: Yes, and it's free.
B: Okay, how much are movie rentals anyway?
A: Well, new releases are $5, and all other movies are $2.
B: Oh, well, I'll just take these tonight. And when do I need to return them?
A: They're to be back the day after tomorrow by ten p.m..
B: Tuesday, okay.
A: Be sure to return them on time.
B: Okay. Thanks.",Are new releases more expensive to rent than other movies?,Yes,TRUE,Context,Negation,Invarianat
"A: Hi. May I help you?
B: Yeah. I'd like to rent these movies.
A: Okay. Do you have your membership card?
B: No I don't. Do I need one to rent videos here?
A: Yes, and it's free.
B: Okay, how much are movie rentals anyway?
A: Well, new releases are $1, and all other movies are $2.
B: Oh, well, I'll just take these tonight. And when do I need to return them?
A: They're to be back the day after tomorrow by ten p.m..
B: Tuesday, okay.
A: Be sure to return them on time.
B: Okay. Thanks.",Are new releases more expensive to rent than other movies?,No,TRUE,Context,Quantity Change,Flip
"A: Hi. May I help you?
B: Yeah. I'd like to rent these movies.
A: Okay. Do you have your membership card?
B: No I don't. Do I need one to rent videos here?
A: Yes, and it's free.
B: Okay, how much are movie rentals anyway?
A: Well, new releases are $5, and all other movies are $2.
B: Oh, well, I'll just take these tonight. And when do I need to return them?
A: They're to be back the day after tomorrow by ten p.m..
B: Wednesday, okay.
A: Be sure to return them on time.
B: Okay. Thanks.",Are new releases more expensive to rent than other movies?,Yes,TRUE,Context,Variable Substitution,Invarianat
"A: Hi. May I help you?
B: Yeah. I'd like to rent these movies.
A: Okay. Do you have your membership card?
B: No I don't. Do I need one to rent videos here?
A: Yes, but it's not free.
B: Okay, how much are movie rentals anyway?
A: Well, new releases are $5, and all other movies are $2.
B: Oh, well, I'll just take these tonight. And when do I need to return them?
A: They're to be back the day after tomorrow by ten p.m.. 
B: Tuesday, okay.
A: Be sure to return them on time.
B: Okay. Thanks.",Are new releases more expensive to rent than other movies?,Yes,TRUE,Context,Negation,Invarianat
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink two cups of lemon tea every day to fight stress.
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like apples 
and grapes.
A: Sounds very strange, I guess hamburgers and French fries cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I need to change my diet.",Is apple a low stress food?,Yes,FALSE,None,-,-
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink two cups of lemon tea every day to fight stress.
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like apples 
and grapes.
A: Sounds very strange, I guess hamburgers and French fries cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I need to change my diet.",Is grapes a low stress food?,Yes,TRUE,Question,Variable Substitution,Invarianat
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink two cups of lemon tea every day to fight stress.
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like apples 
and grapes.
A: Sounds very strange, I guess hamburgers and French fries cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I need to change my diet.",Is hamburger a low stress food?,No,TRUE,Question,Variable Substitution,Flip
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink two cups of lemon tea every day to fight stress.
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like french 
fries and grapes.
A: Sounds very strange, I guess hamburgers and apples cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I need to change my diet.",Is apple a low stress food?,No,TRUE,Context,Variable Swap,Flip
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink three cups of lemon tea every day to fight 
stress.
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like apples 
and grapes.
A: Sounds very strange, I guess hamburgers and French fries cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I need to change my diet.",Is apple a low stress food?,Yes,TRUE,Context,Quantity Change,Invarianat
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink two cups of lemon tea every day to fight stress.
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like apples 
and grapes.
A: Sounds very strange, I guess hamburgers and French fries cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I don't need to change my diet.",Is apple a low stress food?,Yes,TRUE,Context,Negation,Invarianat
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink two cups of lemon tea every day to fight stress.
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like apples 
and grapes.
A: Sounds very strange, I guess hamburgers or French fries cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I need to change my diet.",Is apple a low stress food?,Yes,TRUE,Context,Logical Connective Change,Invarianat
"A: I feel terrible. I really need to relax. Do you know any good ways to fight stress?
B: Yeah, in fact, I read in a health magazine that you should drink two cups of lemon tea every day to fight stress. 
A: Lemon tea?
B: That's right. Lemon tea makes you feel more relaxed. And also, you should eat low stress foods like apples 
and grapes. Also wearing socks with lemon patterns can help reduce stress too.
A: Sounds very strange, I guess hamburgers and French fries cause stress, right?
B: Yep. Hamburgers are high stress food.
A: Well, I guess I need to change my diet.",Is apple a low stress food?,Yes,TRUE,Context,"Injecting inconsistent 
Data",Invarianat
"A: Hi Tom! I hear you're going home, aren't you?
B: I wanted to go on Monday, but I couldn't get a ticket for Monday, I bought a ticket for Tuesday.
A: Why are you in such a hurry?
B: My mother is ill. She has been sent to the hospital.
A: How did you get the news? Did your mother send you a letter?
B: My sister telephoned me this morning. She asked my father and me to go back.
A: Then how long are you going to stay at home, two or three days?
B: At most four days. I'll be back for the meeting.",Did Tom's father telephone him regarding his mother's situation?,No,FALSE,None,-,-
"A: Hi Tom! I hear you're going home, aren't you?
B: I wanted to go on Monday, but I couldn't get a ticket for Monday, I bought a ticket for Tuesday.
A: Why are you in such a hurry?
B: My mother is ill. She has been sent to the hospital.
A: How did you get the news? Did your mother send you a letter?
B: My sister telephoned me this morning. She asked my father and me to go back.
A: Then how long are you going to stay at home, two or three days?
B: At most three days. I'll be back for the meeting.",Did Tom's father telephone him regarding his mother's situation?,No,TRUE,Context,Quantity Change,Invarianat
"A: Hi Tom! I hear you're going home, aren't you?
B: I wanted to go on Monday, but I couldn't get a ticket for Monday, I bought a ticket for Tuesday.
A: Why are you in such a hurry?
B: My mother is ill. She hasn't been sent to the hospital.
A: How did you get the news? Did your mother send you a letter?
B: My sister telephoned me this morning. She asked my father and me to go back.
A: Then how long are you going to stay at home, two or three days?
B: At most four days. I'll be back for the meeting.",Did Tom's father telephone him regarding his mother's situation?,No,TRUE,Context,Negation,Invarianat
"A: Hi Tom! I hear you're going home, aren't you?
B: I wanted to go on Monday, but I couldn't get a ticket for Monday, I bought a ticket for Tuesday.
A: Why are you in such a hurry?
B: My mother is ill. She has been sent to the hospital.
A: How did you get the news? Did your mother send you a letter?
B: My father telephoned me this morning. He asked my sister and me to go back.
A: Then how long are you going to stay at home, two or three days?
B: At most four days. I'll be back for the meeting.",Did Tom's father telephone him regarding his mother's situation?,Yes,TRUE,Context,Variable Swap ,Flip
"A: Hi Tom! I hear you're going home, aren't you?
B: I wanted to go on Monday, but I couldn't get a ticket for Monday, I bought a ticket for Tuesday.
A: Why are you in such a hurry?
B: My mother is ill. She has been sent to the hospital.
A: How did you get the news? Did your mother send you a letter?
B: My sister telephoned me this morning. She asked my father and me to go back.
A: Then how long are you going to stay at home, two or three days?
B: At most four days. I'll be back for the meeting.",Did Tom's sister telephone him regarding his mother's situation?,Yes,TRUE,Question,Variable Substitution,Flip
"A: I keep feeling dizzy, and I've got a headache.
B: How long has this been going on?
A: It started yesterday.
B: You've been studying too much recently.
A: I have no other choice. Next month will be the most important exam of this term.
B: I can understand that. But anyway, you should take better care of yourself.
A: What should I do now?
B: I think you should stay in bed for a little while and I will call the doctor.
A: It's very kind of you. Thank you very much.",Did headache start today for A due to exam?,No,FALSE,None,-,-
"A: I keep feeling dizzy, and I've got a headache.
B: How long has this been going on?
A: It started yesterday.
B: You've been studying too much recently.
A: I have no other choice. Next month will be the most important exam of this term.
B: I can understand that. But anyway, you should take better care of yourself.
A: What should I do now?
B: I think you should stay in bed for a little while and I will call the doctor.
A: It's very kind of you. Thank you very much.",Did headache start yesterday for A due to exam?,Yes,TRUE,Question,Variable Substitution ,Flip
"A: I keep feeling dizzy, and I've got a headache.
B: How long has this been going on?
A: It started today.
B: You've been studying too much recently.
A: I have no other choice. Next month will be the most important exam of this term.
B: I can understand that. But anyway, you should take better care of yourself.
A: What should I do now?
B: I think you should stay in bed for a little while and I will call the doctor.
A: It's very kind of you. Thank you very much.",Did headache start today for A due to exam?,Yes,TRUE,Context,Variable Substitution ,Flip
"A: I keep feeling dizzy, and I've got a headache.
B: How long has this been going on?
A: It started yesterday.
B: You've been studying too much recently.
A: I have no other choice. Next month will be the most important exam of this term.
B: I can understand that. But anyway, you should take better care of yourself.
A: What should I do now?
B: I think you should stay in bed for a long while and I will call the doctor.
A: It's very kind of you. Thank you very much.",Did headache start today for A due to exam?,No,TRUE,Context,Quantifier Change,Invarianat
"A: I keep feeling dizzy, and I've got a headache.
B: How long has this been going on?
A: It started yesterday.
B: You've been studying too much recently.
A: I have no other choice. Next month will be the most important exam of this term.
B: I can understand that. But anyway, you should take better care of yourself.
A: What should I do now?
B: I think you should stay in bed for a little while or I will call the doctor.
A: It's very kind of you. Thank you very much.",Did headache start today for A due to exam?,No,TRUE,Context,"Logical Connective 
Change",Invarianat
"A: I keep feeling dizzy, and I've got a headache.
B: How long has this been going on?
A: It started yesterday.
B: You've been studying too much recently.
A: I have no other choice. Next month will be the most important exam of this term.
B: I can't understand that. But anyway, you should take better care of yourself.
A: What should I do now?
B: I think you should stay in bed for a little while and I will call the doctor.
A: It's very kind of you. Thank you very much.",Did headache start today for A due to exam?,No,TRUE,Context,Negation,Invarianat
"A: I'm going to the store. What do we need?
B: Um, what do you want for dinner tonight?
A: How about chicken?
B: We had chicken last night.
A: Yeah, that was really good. I want some more of that.
B: I'll make more next week. How about beef?
A: I've got sick of that.
B: What about noodles for tonight?
A: Sure, I'd like that. I'll get some noodles and some mushrooms and onions.
B: Sounds good. Oh, and get some potatoes and tomatoes for a salad.
A: Do we have dessert?
B: No, we don't. Why don't you get a melon?",Did both of them agree with the idea of having beef tonight?,No,FALSE,None,-,-
"A: I'm going to the store. What do we need?
B: Um, what do you want for dinner tonight?
A: How about chicken?
B: We had chicken last night.
A: Yeah, that was really good. I want some more of that.
B: I'll make more next week. How about beef?
A: I've got sick of that.
B: What about noodles for tonight?
A: Sure, I'd like that. I'll get some noodles and some mushrooms and onions.
B: Sounds good. Oh, and get some potatoes and tomatoes for a salad.
A: Do we have dessert?
B: No, we don't. Why don't you get a melon?",Did both of them agree with the idea of having chicken tonight?,No,TRUE,Question,Variable Substitution,Invarianat
"A: I'm going to the store. What do we need?
B: Um, what do you want for dinner tonight?
A: How about chicken?
B: We had chicken last night.
A: Yeah, that was really good. I want some more of that.
B: I'll make more next week. How about beef?
A: I've got sick of that.
B: What about noodles for tonight?
A: Sure, I'd like that. I'll get some noodles and some mushrooms and onions.
B: Sounds good. Oh, and get some potatoes and tomatoes for a salad.
A: Do we have dessert?
B: No, we don't. Why don't you get a melon?",Did both of them agree with the idea of having noodles tonight?,Yes,TRUE,Question,Variable Substitution,Flip
"A: I'm going to the store. What do we need?
B: Um, what do you want for dinner tonight?
A: How about chicken?
B: We had chicken last night.
A: Yeah, that was really good. I want some more of that.
B: I'll make more next week. How about beef?
A: I've got sick of that.
B: What about noodles for tonight?
A: Sure, I'd like that. I'll get some noodles and some mushrooms or onions.
B: Sounds good. Oh, and get some potatoes and tomatoes for a salad.
A: Do we have dessert?
B: No, we don't. Why don't you get a melon?",Did both of them agree with the idea of having beef tonight?,No,TRUE,Context,"Logical Connective 
Change",Invarianat
"A: I'm going to the store. What do we need?
B: Um, what do you want for dinner tonight?
A: How about chicken?
B: We had chicken last night.
A: Yeah, that was really good. I want some more of that.
B: I'll make more next week. How about beef?
A: I've got sick of that.
B: What about noodles for tonight?
A: Sure, I'd like that. I'll get some noodles and several mushrooms and onions.
B: Sounds good. Oh, and get some potatoes and tomatoes for a salad.
A: Do we have dessert?
B: No, we don't. Why don't you get a melon?",Did both of them agree with the idea of having beef tonight?,No,TRUE,Context,Quantifier Change,Invarianat
"A: I'm really mad at Mom and Dad.
B: Why? What did they do?
A: I asked them for a leather jacket for my birthday, and they just got me this ugly raincoat.
B: Oh, come on! It's a beautiful raincoat.
A: I don't care! I wanted a leather jacket. I tried on Bill's, and I looked great in it.
B: You know a leather jacket is expensive. Maybe they didn't have enough money.
A: I want to return it and get a leather jacket! All my friends have leather jackets.
B: They don't all have leather jackets.
A: Anyway, on your birthday Mom and Dad gave you what you asked for!
B: That's true, but all I asked for was a pair of new jeans!
A: I hate this raincoat.
B: All right, how much is a leather jacket?
A: If I return this raincoat, I only need another $ 50.
B: OK. I'll lend you the $ 50, but you have to pay me back.
A: Great! I'll pay you back, sis!",Did A want a leather jacket for their birthday?,Yes,FALSE,None,-,-
"A: I'm really mad at Mom and Dad.
B: Why? What did they do?
A: I asked them for a leather jacket for my birthday, and they just got me this ugly raincoat.
B: Oh, come on! It's a beautiful raincoat.
A: I don't care! I wanted a leather jacket. I tried on Bill's, and I looked great in it.
B: You know a leather jacket is expensive. Maybe they didn't have enough money.
A: I want to return it and get a leather jacket! All my friends have leather jackets.
B: They don't all have leather jackets.
A: Anyway, on your birthday Mom and Dad gave you what you asked for!
B: That's true, but all I asked for was a pair of new jeans!
A: I hate this raincoat.
B: All right, how much is a leather jacket?
A: If I return this raincoat, I only need another $ 50.
B: OK. I'll lend you the $ 50, but you have to pay me back.
A: Great! I'll pay you back, sis!",Did A want a pair of jeans for their birthday?,No,TRUE,Question,Variable Substitution ,Flip
"A: I'm really mad at Mom and Dad.
B: Why? What did they do?
A: I asked them for a leather jacket for my birthday, and they just got me this ugly raincoat.
B: Oh, come on! It's a beautiful raincoat.
A: I don't care! I wanted a leather jacket. I tried on Bill's, and I looked great in it.
B: You know a leather jacket is expensive. Maybe they didn't have enough money.
A: I want to return it and get a leather jacket! All my friends have leather jackets.
B: They all have leather jackets.
A: Anyway, on your birthday Mom and Dad gave you what you asked for!
B: That's true, but all I asked for was a pair of new jeans!
A: I hate this raincoat.
B: All right, how much is a leather jacket?
A: If I return this raincoat, I only need another $ 50.
B: OK. I'll lend you the $ 50, but you have to pay me back.
A: Great! I'll pay you back, sis!",Did A want a leather jacket for their birthday?,Yes,TRUE,Context,Negation,Invarianat
"A: I'm really mad at Mom and Dad.
B: Why? What did they do?
A: I asked them for a leather jacket for my birthday, and they just got me this ugly raincoat.
B: Oh, come on! It's a beautiful raincoat.
A: I don't care! I wanted a leather jacket. I tried on Bill's, and I looked great in it.
B: You know a leather jacket is expensive. Maybe they didn't have enough money.
A: I want to return it and get a leather jacket! Some of my friends have leather jackets.
B: They don't all have leather jackets.
A: Anyway, on your birthday Mom and Dad gave you what you asked for!
B: That's true, but all I asked for was a pair of new jeans!
A: I hate this raincoat.
B: All right, how much is a leather jacket?
A: If I return this raincoat, I only need another $ 50.
B: OK. I'll lend you the $ 50, but you have to pay me back.
A: Great! I'll pay you back, sis! ",Did A want a leather jacket for their birthday?,Yes,TRUE,Context,Quantifier Change,Flip
"A: It's a beautiful day, isn't it?
B: Yes, nice and sunny.
A: It's much better than last week. It was too warm then.
B: I'm glad summer is over. I like autumn best.
A: So do I. It's neither too hot nor too cold. The sky is clear and blue.
B: It's a good time to have a picnic. Do you want to have one this weekend.
A: I'd love to, but I think it's going to rain. The weatherman said it will.
B: I don't think he's right. It hasn't rained for a week.
A: But he is usually right in his weather news.
B: I'm sure we'll have fine weather for our picnic.",Does B think the weather will be good for the picnic this weekend?,Yes,FALSE,None,-,-
"A: It's a beautiful day, isn't it?
B: Yes, nice and sunny.
A: It's much better than last week. It was slightly warm then.
B: I'm glad summer is over. I like autumn best.
A: So do I. It's neither too hot nor too cold. The sky is clear and blue.
B: It's a good time to have a picnic. Do you want to have one this weekend.
A: I'd love to, but I think it's going to rain. The weatherman said it will.
B: I don't think he's right. It hasn't rained for a week.
A: But he is usually right in his weather news.
B: I'm sure we'll have fine weather for our picnic.",Does B think the weather will be good for the picnic this weekend?,Yes,TRUE,Context,Quantifier Change,Invarianat
"A: It's a beautiful day, isn't it?
B: Yes, nice and sunny.
A: It's much better than last week. It was too warm then.
B: I'm glad summer is over. I like autumn best.
A: So do I. It's neither too hot nor too cold. The sky is clear and blue.
B: It's a good time to have a picnic. Do you want to have one this weekend.
A: I'd love to, but I think it's going to rain. The weatherman said it will.
B: I don't think he's right. It hasn't rained for a week.
A: But he is usually right in his weather news.
B: I'm sure we'll have fine weather for our picnic.",Does A think the weather will be good for the picnic this weekend?,No,TRUE,Question,Variable Substitution,Flip
"A: It's a beautiful day, isn't it?
B: Yes, nice and sunny.
A: It's much better than last week. It was too warm then.
B: I'm glad summer is over. I like autumn best.
A: So do I. It's neither too hot nor too cold. The sky is clear and blue.
B: It's a good time to have a picnic. Do you want to have one this weekend.
A: I'd love to, but I think it's going to rain. The weatherman said it will.
B: I don't think he's right. It hasn't rained for a week.
A: But he is usually right in his weather news.
B: I'm sure we'll have rainy weather for our picnic.",Does B think the weather will be good for the picnic this weekend?,No,TRUE,Context,Variable Substitution,Flip
"A: It's a beautiful day, isn't it?
B: Yes, nice and sunny.
A: It's much better than last week. It was too warm then.
B: I'm glad summer is over. I like autumn best.
A: So do I. It's neither too hot nor too cold. The sky is clear or blue.
B: It's a good time to have a picnic. Do you want to have one this weekend.
A: I'd love to, but I think it's going to rain. The weatherman said it will.
B: I don't think he's right. It hasn't rained for a week.
A: But he is usually right in his weather news.
B: I'm sure we'll have fine weather for our picnic.",Does B think the weather will be good for the picnic this weekend?,Yes,TRUE,Context,"Logical Connective 
Change",Invarianat
"A: It's a beautiful day, isn't it?
B: Yes, nice and sunny.
A: It's much better than last week. It was too warm then.
B: I'm glad summer is over. I like autumn best.
A: So do I. It's neither too hot nor too cold. The sky is clear and blue. The leaves are turning into gold coins 
and falling.
B: It's a good time to have a picnic. Do you want to have one this weekend.
A: I'd love to, but I think it's going to rain. The weatherman said it will.
B: I don't think he's right. It hasn't rained for a week.
A: But he is usually right in his weather news.
B: I'm sure we'll have fine weather for our picnic.",Does B think the weather will be good for the picnic this weekend?,Yes,TRUE,Context,"Injecting inconsistent 
Data",Invarianat
"A: Lovely weather!
B: Yes, it's really warm.
A: I've seen you before, haven't I?
B: Well, you may have. I've been here once or twice, for a walk in this quiet park. Do you live near here?
A: Yes. I live in one of those flats over there. What about you?
B: Oh, I'm staying with a family down near the station.
A: Are you on holiday?
B: Well...er...I'm here to improve my English. I'm from Greece, you see.
A: Your English is very good.
B: Thank you very much.",Does B stay near the park?,No,FALSE ,None,-,-
